customer_id,churn_proba,ltv_inr,offer,offer_cost_inr,offer_benefit_inr,offer_net_inr,roi_per_rupee,risk_segment,customer_value_segment
6567-HOOPW,0.7790671671337865,739.39,Protection bundle,120.0,201.61,81.61,1.68,High,Mid
4713-LZDRV,0.7749507299077674,743.13,Protection bundle,120.0,201.56,81.56,1.68,High,Mid
4770-UEZOX,0.6417792073489105,697.85,Courtesy call,40.0,67.18,27.18,1.679,High,Mid
2675-DHUTR,0.48458109395569215,923.31,Courtesy call,40.0,67.11,27.11,1.678,High,High
8580-AECUZ,0.7791286037123948,738.46,Protection bundle,120.0,201.37,81.37,1.678,High,Mid
5439-WIKXB,0.5066289611136836,882.69,Courtesy call,40.0,67.08,27.08,1.677,High,High
7613-LLQFO,0.7278794823009794,788.4,Protection bundle,120.0,200.85,80.85,1.674,High,High
6507-ZJSUR,0.6794749629865346,844.42,Protection bundle,120.0,200.82,80.82,1.673,High,High
6661-HBGWL,0.4560745913283088,977.92,Courtesy call,40.0,66.9,26.9,1.673,Medium,High
3908-BLSYF,0.5693795552118143,783.27,Courtesy call,40.0,66.9,26.9,1.672,High,High
8714-CTZJW,0.576301726059629,773.47,Courtesy call,40.0,66.86,26.86,1.672,High,High
1200-TUZHR,0.7205524971969801,795.41,Protection bundle,120.0,200.6,80.6,1.672,High,High
6161-UUUTA,0.7684593402753321,745.93,Protection bundle,120.0,200.63,80.63,1.672,High,Mid
5626-MGTUK,0.5361074231498945,831.81,Courtesy call,40.0,66.89,26.89,1.672,Medium,High
7181-OQCUT,0.4593636368275167,969.52,Courtesy call,40.0,66.8,26.8,1.67,Medium,High
4373-MAVJG,0.524465027175135,848.62,Courtesy call,40.0,66.76,26.76,1.669,Medium,High
3249-ZPQRG,0.6074468497824732,732.39,Courtesy call,40.0,66.73,26.73,1.668,High,Mid
6393-WRYZE,0.6267744521756135,911.64,Protection bundle,120.0,199.99,79.99,1.667,High,High
5482-VXSXJ,0.5106982662210983,870.09,Courtesy call,40.0,66.65,26.65,1.666,Medium,High
9124-LHCJQ,0.7159928626440528,797.74,Protection bundle,120.0,199.91,79.91,1.666,High,High
7952-OBOYL,0.5289142880937134,838.82,Courtesy call,40.0,66.55,26.55,1.664,High,High
3990-QYKBE,0.6606518825545304,863.56,Protection bundle,120.0,199.68,79.68,1.664,High,High
4658-HCOHW,0.46240230406742333,959.71,Courtesy call,40.0,66.57,26.57,1.664,High,High
3365-SAIGS,0.5685860295022354,780.0,Courtesy call,40.0,66.52,26.52,1.663,High,High
3874-EQOEP,0.6430736183310818,886.9,Protection bundle,120.0,199.62,79.62,1.663,High,High
4184-TJFAN,0.5374142133381232,824.35,Courtesy call,40.0,66.45,26.45,1.661,High,High
6015-VVHHE,0.733820020832735,776.27,Protection bundle,120.0,199.37,79.37,1.661,High,High
4086-YQSNZ,0.7587914383769473,750.59,Protection bundle,120.0,199.34,79.34,1.661,High,High
6198-RTPMF,0.6581928214274781,864.49,Protection bundle,120.0,199.15,79.15,1.66,High,High
3162-KKZXO,0.34159469139340526,1295.68,Courtesy call,40.0,66.39,26.39,1.66,Medium,High
7120-RFMVS,0.7211465962051897,788.87,Protection bundle,120.0,199.11,79.11,1.659,High,High
5889-LFOLL,0.7200499149280362,789.8,Protection bundle,120.0,199.04,79.04,1.659,High,High
2325-NBPZG,0.6350917135645029,695.98,Courtesy call,40.0,66.3,26.3,1.658,High,Mid
8875-AKBYH,0.7214095225070144,787.47,Protection bundle,120.0,198.83,78.83,1.657,High,High
2657-VPXTA,0.6844058514892867,829.48,Protection bundle,120.0,198.7,78.7,1.656,High,High
6712-OAWRH,0.6663119344315357,851.89,Protection bundle,120.0,198.67,78.67,1.656,High,High
4290-BSXUX,0.5936494768182481,743.59,Courtesy call,40.0,66.21,26.21,1.655,High,Mid
7508-MYBOG,0.7060436437917371,803.81,Protection bundle,120.0,198.63,78.63,1.655,High,High
6599-RCLCJ,0.43101807372088563,1022.73,Courtesy call,40.0,66.12,26.12,1.653,High,High
7503-ZGUZJ,0.7166676184558283,790.27,Protection bundle,120.0,198.23,78.23,1.652,High,High
5515-AKOAJ,0.47123800874300265,934.51,Courtesy call,40.0,66.06,26.06,1.651,High,High
9248-OJYKK,0.79251196148112,713.72,Protection bundle,120.0,197.97,77.97,1.65,High,Mid
2004-OCQXK,0.7390408528497432,765.06,Protection bundle,120.0,197.89,77.89,1.649,High,High
8854-CCVSQ,0.5840069014868949,752.93,Courtesy call,40.0,65.96,25.96,1.649,High,High
4484-GLZOU,0.44806140379919,980.72,Courtesy call,40.0,65.91,25.91,1.648,High,High
5647-FXOTP,0.4445532201199002,988.66,Courtesy call,40.0,65.93,25.93,1.648,High,High
2085-BOJKI,0.3514722800218529,1250.4,Courtesy call,40.0,65.92,25.92,1.648,Low,High
9565-DJPIB,0.5253458101706735,836.48,Courtesy call,40.0,65.92,25.92,1.648,High,High
0388-EOPEX,0.6322116609450608,694.58,Courtesy call,40.0,65.87,25.87,1.647,High,Mid
3585-ISXZP,0.632464855265486,892.96,Protection bundle,120.0,197.67,77.67,1.647,High,High
0772-GYEQQ,0.5320240932378083,824.81,Courtesy call,40.0,65.82,25.82,1.646,High,High
3914-FDRHP,0.5452516328079715,805.21,Courtesy call,40.0,65.86,25.86,1.646,High,High
8837-VVWLQ,0.5531669503459382,793.07,Courtesy call,40.0,65.81,25.81,1.645,High,High
7508-SMHXL,0.5278297403069959,830.88,Courtesy call,40.0,65.78,25.78,1.645,Medium,High
2432-TFSMK,0.37810812201854793,1159.19,Courtesy call,40.0,65.74,25.74,1.644,Low,High
2823-LKABH,0.49411157758954405,887.36,Courtesy call,40.0,65.77,25.77,1.644,Medium,High
4128-ETESU,0.4711228243587078,930.77,Courtesy call,40.0,65.78,25.78,1.644,High,High
8714-EUHJO,0.514607412232303,850.95,Courtesy call,40.0,65.69,25.69,1.642,High,High
2277-DJJDL,0.473687197709149,924.24,Courtesy call,40.0,65.67,25.67,1.642,High,High
3744-ZRRDZ,0.5693484438452178,768.8,Courtesy call,40.0,65.66,25.66,1.641,High,High
6467-CHFZW,0.4715007108957076,927.51,Courtesy call,40.0,65.6,25.6,1.64,High,High
8258-GSTJK,0.7815410246472692,718.85,Protection bundle,120.0,196.63,76.63,1.639,High,Mid
0345-HKJVM,0.6731329445055175,833.68,Protection bundle,120.0,196.41,76.41,1.637,High,High
2082-OJVTK,0.5238453839580418,832.75,Courtesy call,40.0,65.43,25.43,1.636,High,High
6923-JHPMP,0.5808181750926793,751.06,Courtesy call,40.0,65.43,25.43,1.636,High,High
2322-VCZHZ,0.5187600275317596,840.22,Courtesy call,40.0,65.38,25.38,1.635,High,High
1855-AGAWH,0.359216948690085,1213.53,Courtesy call,40.0,65.39,25.39,1.635,Medium,High
6894-LFHLY,0.7928741442824554,707.18,Protection bundle,120.0,196.25,76.25,1.635,High,Mid
8818-XYFCQ,0.4689240913908314,929.37,Courtesy call,40.0,65.37,25.37,1.634,Medium,High
9231-ZJYAM,0.7610200692291447,736.12,Protection bundle,120.0,196.07,76.07,1.634,High,Mid
4614-NUVZD,0.7395383851943571,757.13,Protection bundle,120.0,195.97,75.97,1.633,High,High
9408-HRXRK,0.4436113577459883,981.65,Courtesy call,40.0,65.32,25.32,1.633,High,High
0363-QJVFX,0.43101791981855014,1009.66,Courtesy call,40.0,65.28,25.28,1.632,Medium,High
6229-LSCKB,0.7509149374092579,744.06,Protection bundle,120.0,195.55,75.55,1.63,High,Mid
5712-PTIWW,0.5824809108949844,745.46,Courtesy call,40.0,65.13,25.13,1.628,High,Mid
2692-BUCFV,0.4584674662963922,947.11,Courtesy call,40.0,65.13,25.13,1.628,Medium,High
4988-IQIGL,0.7930825957473727,703.45,Protection bundle,120.0,195.26,75.26,1.627,High,Mid
3247-ZVOUO,0.6982327852328524,798.67,Protection bundle,120.0,195.18,75.18,1.627,High,High
6457-USBER,0.7397185531626496,754.33,Protection bundle,120.0,195.3,75.3,1.627,High,High
9185-TQCVP,0.7014977968412733,794.94,Protection bundle,120.0,195.18,75.18,1.626,High,High
0481-SUMCB,0.32777729832002467,1321.55,Courtesy call,40.0,64.98,24.98,1.624,Low,High
6178-KFNHS,0.592523861602927,730.99,Courtesy call,40.0,64.97,24.97,1.624,High,Mid
7439-DKZTW,0.7398762758875531,751.99,Protection bundle,120.0,194.73,74.73,1.623,High,High
0634-SZPQA,0.5143486958969203,840.68,Courtesy call,40.0,64.86,24.86,1.622,Medium,High
0112-QAWRZ,0.5101681808936147,847.69,Courtesy call,40.0,64.87,24.87,1.622,Medium,High
0004-TLHLJ,0.6260813887237108,689.91,Courtesy call,40.0,64.79,24.79,1.62,High,Mid
5357-TZHPP,0.7050431468732354,787.94,Protection bundle,120.0,194.44,74.44,1.62,High,High
5054-IEXZT,0.6142567715060185,703.45,Courtesy call,40.0,64.81,24.81,1.62,High,Mid
7576-OYWBN,0.7818086366221008,709.98,Protection bundle,120.0,194.27,74.27,1.619,High,Mid
4124-MMETB,0.6281434729969793,883.63,Protection bundle,120.0,194.27,74.27,1.619,Medium,High
5399-ZIMKF,0.6194096306308221,696.91,Courtesy call,40.0,64.75,24.75,1.619,High,Mid
9576-SYUHJ,0.507300548899828,850.95,Courtesy call,40.0,64.75,24.75,1.619,High,High
8012-SOUDQ,0.5122501437317682,842.55,Courtesy call,40.0,64.74,24.74,1.618,High,High
9878-TNQGW,0.7339585445831961,755.73,Protection bundle,120.0,194.14,74.14,1.618,High,High
3951-NJCVI,0.6253300862524866,887.36,Protection bundle,120.0,194.21,74.21,1.618,High,High
5494-HECPR,0.740055402790359,749.19,Protection bundle,120.0,194.05,74.05,1.617,High,High
6101-IMRMM,0.48882604524058804,882.23,Courtesy call,40.0,64.69,24.69,1.617,High,High
7979-CORPM,0.5099366980591836,845.35,Courtesy call,40.0,64.66,24.66,1.617,Medium,High
8128-YVJRG,0.579986225943947,743.59,Courtesy call,40.0,64.69,24.69,1.617,High,Mid
9168-INPSZ,0.4428650679260307,972.32,Courtesy call,40.0,64.59,24.59,1.615,High,High
3757-NJYBX,0.43382251252164544,992.86,Courtesy call,40.0,64.61,24.61,1.615,Medium,High
0396-YCHWO,0.6212299782410671,890.63,Protection bundle,120.0,193.65,73.65,1.614,High,High
5240-IJOQT,0.7934010442741467,697.38,Protection bundle,120.0,193.66,73.66,1.614,High,Mid
1704-NRWYE,0.7324727457945132,754.79,Protection bundle,120.0,193.5,73.5,1.613,High,High
4741-WWJQZ,0.5750043213077723,748.26,Courtesy call,40.0,64.54,24.54,1.613,High,High
0682-USIXD,0.5354245447037324,803.34,Courtesy call,40.0,64.52,24.52,1.613,High,High
4559-UWIHT,0.5570441591213177,771.6,Courtesy call,40.0,64.47,24.47,1.612,High,High
9300-RENDD,0.740233960527014,746.39,Protection bundle,120.0,193.38,73.38,1.611,High,Mid
6664-FPDAC,0.2964288882182409,1448.34,Courtesy call,40.0,64.4,24.4,1.61,Medium,High
7760-OYPDY,0.7327361346498806,752.93,Protection bundle,120.0,193.09,73.09,1.609,High,High
2424-WVHPL,0.6147923790848229,697.38,Courtesy call,40.0,64.31,24.31,1.608,High,Mid
3551-HUAZH,0.7935502478718433,694.58,Protection bundle,120.0,192.91,72.91,1.608,High,Mid
2959-FENLU,0.5382535989123572,796.34,Courtesy call,40.0,64.29,24.29,1.607,High,High
0495-RVCBF,0.7403903426597924,744.06,Protection bundle,120.0,192.81,72.81,1.607,High,Mid
8058-INTPH,0.74041194856205,743.59,Protection bundle,120.0,192.7,72.7,1.606,High,Mid
8086-OVPWV,0.734975307788632,748.73,Protection bundle,120.0,192.6,72.6,1.605,High,High
0318-QUUOB,0.7317508558618608,751.99,Protection bundle,120.0,192.59,72.59,1.605,High,High
7852-LECYP,0.4889053540493885,875.69,Courtesy call,40.0,64.22,24.22,1.605,Medium,High
1761-AEZZR,0.7404791708796127,742.66,Protection bundle,120.0,192.47,72.47,1.604,High,Mid
2874-YXVVA,0.43589835712624997,981.19,Courtesy call,40.0,64.15,24.15,1.604,High,High
0376-OIWME,0.48958254183036154,873.83,Courtesy call,40.0,64.17,24.17,1.604,High,High
1833-VGRUM,0.7936425138184663,692.71,Protection bundle,120.0,192.42,72.42,1.603,High,Mid
2514-GINMM,0.7405007287769088,742.19,Protection bundle,120.0,192.36,72.36,1.603,High,Mid
6127-ISGTU,0.6926786493527837,793.07,Protection bundle,120.0,192.27,72.27,1.602,High,High
9689-PTNPG,0.7330301371098056,749.19,Protection bundle,120.0,192.21,72.21,1.602,High,High
4529-CKBCL,0.7331339941473939,748.73,Protection bundle,120.0,192.12,72.12,1.601,High,High
3296-SILRA,0.5985049457461713,713.25,Courtesy call,40.0,64.03,24.03,1.601,High,Mid
4062-HBMOS,0.44356386559429034,962.05,Courtesy call,40.0,64.01,24.01,1.6,High,High
4234-XTNEA,0.734798829185761,746.39,Protection bundle,120.0,191.96,71.96,1.6,High,Mid
3331-HQDTW,0.41589557177896125,1025.06,Courtesy call,40.0,63.95,23.95,1.599,Medium,High
0818-OCPZO,0.5607507422320115,760.4,Courtesy call,40.0,63.96,23.96,1.599,High,High
2868-MZAGQ,0.7406563994506808,739.86,Protection bundle,120.0,191.79,71.79,1.598,High,Mid
4706-AXVKM,0.6919996005106275,791.67,Protection bundle,120.0,191.74,71.74,1.598,High,High
1907-UBQFC,0.6266603080315836,680.11,Courtesy call,40.0,63.93,23.93,1.598,High,Mid
7831-QGOXH,0.6883781617191744,795.41,Protection bundle,120.0,191.64,71.64,1.597,High,High
2325-WINES,0.3161833027038828,1346.13,Courtesy call,40.0,63.84,23.84,1.596,Low,High
4587-NUKOX,0.5764173059901351,738.46,Courtesy call,40.0,63.85,23.85,1.596,High,Mid
0723-DRCLG,0.7867223705861057,695.05,Protection bundle,120.0,191.38,71.38,1.595,High,Mid
1981-INRFU,0.7343998497726266,744.53,Protection bundle,120.0,191.37,71.37,1.595,High,Mid
6741-EGCBI,0.5032294098993296,844.88,Courtesy call,40.0,63.78,23.78,1.594,Medium,High
4102-OQUPX,0.7867417005326315,694.58,Protection bundle,120.0,191.26,71.26,1.594,High,Mid
5960-WPXQM,0.7407662134362234,737.99,Protection bundle,120.0,191.34,71.34,1.594,High,Mid
8565-CLBZW,0.5063407015659653,838.82,Courtesy call,40.0,63.71,23.71,1.593,Medium,High
2739-CACDQ,0.5505463929358521,771.6,Courtesy call,40.0,63.72,23.72,1.593,Medium,High
2789-HQBOU,0.7282103792994501,750.13,Protection bundle,120.0,191.19,71.19,1.593,High,High
6357-JJPQT,0.7269652358168127,751.53,Protection bundle,120.0,191.22,71.22,1.593,High,High
8740-CRYFY,0.7408330571049195,737.06,Protection bundle,120.0,191.11,71.11,1.593,High,Mid
5564-NEMQO,0.6039698314748925,702.98,Courtesy call,40.0,63.69,23.69,1.592,High,Mid
8473-VUVJN,0.793920653996278,687.58,Protection bundle,120.0,191.06,71.06,1.592,High,Mid
2612-RRIDN,0.7217805190238902,756.2,Protection bundle,120.0,191.03,71.03,1.592,High,High
5959-BELXA,0.6077200687386709,897.63,Protection bundle,120.0,190.93,70.93,1.591,Medium,High
0133-BMFZO,0.5267048429563275,805.21,Courtesy call,40.0,63.62,23.62,1.59,High,High
3647-GMGDH,0.4787827642151382,884.09,Courtesy call,40.0,63.49,23.49,1.587,Medium,High
2609-IAICY,0.7553345875912683,720.25,Protection bundle,120.0,190.41,70.41,1.587,High,Mid
0722-TROQR,0.7774392105736628,699.25,Protection bundle,120.0,190.27,70.27,1.586,High,Mid
8325-QRPZR,0.6026031585488877,701.58,Courtesy call,40.0,63.42,23.42,1.585,High,Mid
5599-HVLTW,0.5633834296609309,750.13,Courtesy call,40.0,63.39,23.39,1.585,Medium,High
2688-BHGOG,0.7316170953524466,742.66,Protection bundle,120.0,190.17,70.17,1.585,High,Mid
8800-JOOCF,0.6922401896810704,784.67,Protection bundle,120.0,190.11,70.11,1.584,High,High
0378-NHQXU,0.5122313972143551,823.88,Courtesy call,40.0,63.3,23.3,1.583,High,High
7251-LJBQN,0.3142955087038179,1342.25,Courtesy call,40.0,63.28,23.28,1.582,Low,High
9846-GKXAS,0.639717974760869,847.69,Protection bundle,120.0,189.8,69.8,1.582,High,High
9399-APLBT,0.6049871582876578,697.38,Courtesy call,40.0,63.29,23.29,1.582,High,Mid
6651-AZVTJ,0.4524851611433002,931.71,Courtesy call,40.0,63.24,23.24,1.581,High,High
2675-OTVVJ,0.5042745627777563,835.08,Courtesy call,40.0,63.17,23.17,1.579,High,High
1624-WOIWJ,0.5324130529643518,790.74,Courtesy call,40.0,63.15,23.15,1.579,High,High
5842-POCOP,0.5073522675432857,829.95,Courtesy call,40.0,63.16,23.16,1.579,High,High
0168-XZKBB,0.6667699553380448,810.81,Protection bundle,120.0,189.22,69.22,1.577,High,High
6513-EECDB,0.787192856623595,686.64,Protection bundle,120.0,189.18,69.18,1.577,High,Mid
7975-TZMLR,0.31516063032852826,1333.84,Courtesy call,40.0,63.06,23.06,1.576,Medium,High
1678-FYZOW,0.7283728425337372,741.26,Protection bundle,120.0,188.97,68.97,1.575,High,Mid
1475-VWVDO,0.6005881622720638,699.25,Courtesy call,40.0,62.99,22.99,1.575,High,Mid
7422-WNBTY,0.48173223924500413,871.49,Courtesy call,40.0,62.97,22.97,1.574,High,High
1197-BVMVG,0.7764227054521825,695.05,Protection bundle,120.0,188.88,68.88,1.574,High,Mid
4238-JSSWH,0.44054665858038133,952.71,Courtesy call,40.0,62.96,22.96,1.574,Medium,High
2037-XJFUP,0.3384617988536065,1239.4,Courtesy call,40.0,62.92,22.92,1.573,Medium,High
2956-GGUCQ,0.5699778461877194,736.12,Courtesy call,40.0,62.94,22.94,1.573,High,Mid
5857-TYBCJ,0.5036696073348799,832.75,Courtesy call,40.0,62.91,22.91,1.573,High,High
3834-XUIFC,0.6778054290385753,795.41,Protection bundle,120.0,188.7,68.7,1.572,High,High
2074-GKOWZ,0.6443978094226308,836.02,Protection bundle,120.0,188.56,68.56,1.571,High,High
4441-NIHPT,0.6034953616880532,693.65,Courtesy call,40.0,62.79,22.79,1.57,High,Mid
4806-KEXQR,0.7216259029871889,745.93,Protection bundle,120.0,188.4,68.4,1.57,High,Mid
7563-BIUPC,0.7153061747211532,752.46,Protection bundle,120.0,188.38,68.38,1.57,High,High
2916-BQZLN,0.5292295963556395,791.2,Courtesy call,40.0,62.81,22.81,1.57,High,High
2027-CWDNU,0.523795401662157,799.14,Courtesy call,40.0,62.79,22.79,1.57,High,High
7881-INRLC,0.444665412972655,941.51,Courtesy call,40.0,62.8,22.8,1.57,Medium,High
3545-CNWRG,0.45560322708966117,918.17,Courtesy call,40.0,62.75,22.75,1.569,High,High
7394-FKDNK,0.6441847284412983,835.08,Protection bundle,120.0,188.28,68.28,1.569,High,High
4059-IIEBK,0.5704151266881703,733.32,Courtesy call,40.0,62.74,22.74,1.569,High,Mid
6331-EWIEB,0.675650414270591,795.87,Protection bundle,120.0,188.21,68.21,1.568,High,High
0315-LVCRK,0.5281701247537777,791.67,Courtesy call,40.0,62.72,22.72,1.568,High,High
4873-ILOLJ,0.636907079176307,843.48,Protection bundle,120.0,188.03,68.03,1.567,High,High
8225-BTJAU,0.725222675139163,739.86,Protection bundle,120.0,187.8,67.8,1.565,High,Mid
4971-PUYQO,0.6078219502560825,882.69,Protection bundle,120.0,187.78,67.78,1.565,Medium,High
4690-PKDQG,0.4672208733193264,892.03,Courtesy call,40.0,62.52,22.52,1.563,High,High
4947-DSMXK,0.4566092295505091,912.1,Courtesy call,40.0,62.47,22.47,1.562,Medium,High
0637-KVDLV,0.7500363556604723,714.18,Protection bundle,120.0,187.48,67.48,1.562,High,Mid
3349-ANQNH,0.3235976013547383,1287.27,Courtesy call,40.0,62.48,22.48,1.562,Medium,High
9773-PEQBZ,0.5584128373217936,745.46,Courtesy call,40.0,62.44,22.44,1.561,High,Mid
7011-CVEUC,0.46592477768765195,893.43,Courtesy call,40.0,62.44,22.44,1.561,Medium,High
2227-JRSJX,0.4494497640429798,925.64,Courtesy call,40.0,62.4,22.4,1.56,Medium,High
0021-IKXGC,0.7946675042382133,673.11,Protection bundle,120.0,187.21,67.21,1.56,High,Mid
1472-TNCWL,0.47046676699764606,884.09,Courtesy call,40.0,62.39,22.39,1.56,High,High
8063-GBATB,0.6722290135606622,795.87,Protection bundle,120.0,187.25,67.25,1.56,High,High
9714-EDSUC,0.46920304296693194,885.96,Courtesy call,40.0,62.35,22.35,1.559,High,High
7216-EWTRS,0.8099818347726675,941.04,Bill discount,220.0,343.0,123.0,1.559,High,High
6941-PMGEP,0.7155531579102916,746.86,Protection bundle,120.0,187.05,67.05,1.559,High,Mid
0148-DCDOS,0.6045768655711289,884.09,Protection bundle,120.0,187.08,67.08,1.559,Medium,High
4817-QRJSX,0.5496788196995034,756.2,Courtesy call,40.0,62.35,22.35,1.559,High,High
2959-MJHIC,0.7119356158067289,750.13,Protection bundle,120.0,186.92,66.92,1.558,High,High
9837-BMCLM,0.7288296822374922,732.86,Protection bundle,120.0,186.95,66.95,1.558,High,Mid
9699-UBQFS,0.4705347743859032,882.23,Courtesy call,40.0,62.27,22.27,1.557,High,High
6199-IWKGC,0.32022940331855615,1296.97,Courtesy call,40.0,62.3,22.3,1.557,Medium,High
5835-BEQEU,0.7429846226542136,718.39,Protection bundle,120.0,186.81,66.81,1.557,High,Mid
1174-FGIFN,0.3548197267410663,1170.19,Courtesy call,40.0,62.28,22.28,1.557,Medium,High
5655-JSMZM,0.594061404280194,898.1,Protection bundle,120.0,186.73,66.73,1.556,High,High
4210-QFJMF,0.7217518289596706,738.92,Protection bundle,120.0,186.66,66.66,1.556,High,Mid
5520-FVEWJ,0.5258709926467268,788.87,Courtesy call,40.0,62.23,22.23,1.556,High,High
7703-ZEKEF,0.5486669658307772,756.2,Courtesy call,40.0,62.24,22.24,1.556,High,High
9314-IJWSQ,0.6733260065736484,791.67,Protection bundle,120.0,186.57,66.57,1.555,High,High
6481-ESCNL,0.4417650311845504,938.71,Courtesy call,40.0,62.2,22.2,1.555,Medium,High
4633-MKHYU,0.6459760459446418,825.28,Protection bundle,120.0,186.59,66.59,1.555,High,High
5834-ASPWA,0.7562710076079591,704.38,Protection bundle,120.0,186.45,66.45,1.554,High,Mid
0221-WMXNQ,0.5885765799962888,703.45,Courtesy call,40.0,62.11,22.11,1.553,High,Mid
8861-HGGKB,0.659338992297638,807.08,Protection bundle,120.0,186.25,66.25,1.552,High,High
1400-MMYXY,0.7675986362381216,988.66,Bill discount,220.0,341.5,121.5,1.552,High,High
4183-MYFRB,0.49225547167954514,840.68,Courtesy call,40.0,62.07,22.07,1.552,High,High
6496-SLWHQ,0.7738882469696995,980.25,Bill discount,220.0,341.37,121.37,1.552,High,High
7130-VTEWQ,0.7521747687721473,707.18,Protection bundle,120.0,186.17,66.17,1.551,High,Mid
9787-XVQIU,0.7563534127321914,702.98,Protection bundle,120.0,186.1,66.1,1.551,High,Mid
8752-STIVR,0.7210902646418356,737.52,Protection bundle,120.0,186.14,66.14,1.551,High,Mid
2057-ZBLPD,0.6579207429731919,807.54,Protection bundle,120.0,185.95,65.95,1.55,High,High
0581-MDMPW,0.49780645457415684,830.41,Courtesy call,40.0,62.01,22.01,1.55,Medium,High
1618-CFHME,0.749440794672194,708.58,Protection bundle,120.0,185.86,65.86,1.549,High,Mid
8378-LKJAF,0.43736250526090653,944.31,Courtesy call,40.0,61.95,21.95,1.549,Medium,High
8816-VXNZD,0.7564552882535007,701.11,Protection bundle,120.0,185.63,65.63,1.547,High,Mid
2018-QKYGT,0.7008985996694111,756.66,Protection bundle,120.0,185.62,65.62,1.547,High,High
1452-VOQCH,0.7564552882535007,701.11,Protection bundle,120.0,185.63,65.63,1.547,High,Mid
4013-UBXWQ,0.591634960591229,696.91,Courtesy call,40.0,61.85,21.85,1.546,High,Mid
4854-CIDCF,0.5977698892474849,689.44,Courtesy call,40.0,61.82,21.82,1.545,High,Mid
7789-HKSBS,0.3026796465352534,1361.01,Courtesy call,40.0,61.79,21.79,1.545,Low,High
7817-BOQPW,0.750805731660572,705.32,Protection bundle,120.0,185.35,65.35,1.545,High,Mid
4412-YLTKF,0.5654186300484556,728.65,Courtesy call,40.0,61.8,21.8,1.545,High,Mid
1157-BQCUW,0.7565373500792457,699.71,Protection bundle,120.0,185.27,65.27,1.544,High,Mid
4154-AQUGT,0.49527440112376303,831.35,Courtesy call,40.0,61.76,21.76,1.544,Medium,High
0940-OUQEC,0.5460897434190495,753.39,Courtesy call,40.0,61.71,21.71,1.543,High,High
6358-LYNGM,0.7565802113621396,699.25,Protection bundle,120.0,185.16,65.16,1.543,High,Mid
3597-MVHJT,0.5928399724657111,892.5,Protection bundle,120.0,185.19,65.19,1.543,Medium,High
8778-LMWTJ,0.5889434363217025,698.78,Courtesy call,40.0,61.73,21.73,1.543,High,Mid
2077-MPJQO,0.7510463278640258,703.92,Protection bundle,120.0,185.04,65.04,1.542,High,Mid
5956-VKDTT,0.7616074417818898,694.11,Protection bundle,120.0,185.02,65.02,1.542,High,Mid
2979-SXESE,0.4666756956169428,881.29,Courtesy call,40.0,61.69,21.69,1.542,High,High
9763-PDTKK,0.4662426794029835,881.29,Courtesy call,40.0,61.63,21.63,1.541,High,High
9430-FRQOC,0.5054804885884318,813.14,Courtesy call,40.0,61.65,21.65,1.541,High,High
1013-QCWAM,0.43653773111915123,941.04,Courtesy call,40.0,61.62,21.62,1.54,High,High
3323-CPBWR,0.45407213050013384,904.63,Courtesy call,40.0,61.62,21.62,1.54,Medium,High
7594-RQHXR,0.7105439604021073,743.13,Protection bundle,120.0,184.81,64.81,1.54,High,Mid
4547-KQRTM,0.5495977747749293,747.33,Courtesy call,40.0,61.61,21.61,1.54,High,High
9391-EOYLI,0.7026177847811657,751.06,Protection bundle,120.0,184.7,64.7,1.539,High,High
9574-RKJIF,0.46563461826502317,881.29,Courtesy call,40.0,61.55,21.55,1.539,High,High
5288-AHOUP,0.7193561908369991,732.86,Protection bundle,120.0,184.52,64.52,1.538,High,Mid
8519-IMDHU,0.6594638392005081,799.14,Protection bundle,120.0,184.45,64.45,1.537,Medium,High
4581-SSPWD,0.7446341107139836,707.65,Protection bundle,120.0,184.43,64.43,1.537,High,Mid
5919-TMRGD,0.7107212962329547,740.79,Protection bundle,120.0,184.27,64.27,1.536,High,Mid
4415-IJZTP,0.7567826537351089,695.51,Protection bundle,120.0,184.22,64.22,1.535,High,Mid
7480-QNVZJ,0.5881500610783182,893.43,Protection bundle,120.0,183.91,63.91,1.533,High,High
5747-PMBSQ,0.47323424972123657,863.56,Courtesy call,40.0,61.3,21.3,1.532,High,High
6298-QDFNH,0.5512842267792195,740.79,Courtesy call,40.0,61.26,21.26,1.531,High,Mid
3071-VBYPO,0.4868215147128982,838.82,Courtesy call,40.0,61.25,21.25,1.531,High,High
5760-FXFVO,0.553576485004359,737.06,Courtesy call,40.0,61.2,21.2,1.53,High,Mid
5445-UTODQ,0.6930051993857708,757.13,Protection bundle,120.0,183.64,63.64,1.53,High,High
1320-HTRDR,0.7435030571933384,704.85,Protection bundle,120.0,183.42,63.42,1.529,High,Mid
3235-ETOOB,0.5858724604798822,695.51,Courtesy call,40.0,61.12,21.12,1.528,High,Mid
8651-ENBZX,0.2970643799401726,1371.36,Courtesy call,40.0,61.11,21.11,1.528,Medium,High
8443-ZRDBZ,0.7379514476201052,709.98,Protection bundle,120.0,183.38,63.38,1.528,High,Mid
9947-OTFQU,0.5862628747075203,694.58,Courtesy call,40.0,61.08,21.08,1.527,High,Mid
9334-GWGOW,0.7489944842013836,698.78,Protection bundle,120.0,183.18,63.18,1.527,High,Mid
3352-ALMCK,0.4247994234328448,958.31,Courtesy call,40.0,61.06,21.06,1.527,Medium,High
